#number of data points
2400
#number of stocks
24
#data (SSB, Rec, stock, SBPR(F=0))
 22.532031525  30.900249407   1.000000000   2.514697905
134.036658407  38.363757140   1.000000000   2.514697905
 13.409056492  23.670029596   1.000000000   2.514697905
 17.228935923  91.827920607   1.000000000   2.514697905
 42.368367674  28.503323604   1.000000000   2.514697905
170.559840559  68.392008344   1.000000000   2.514697905
 39.637389094  34.356833916   1.000000000   2.514697905
105.664647089  63.825353430   1.000000000   2.514697905
 51.694098778  49.913593192   1.000000000   2.514697905
153.709210887  77.344922903   1.000000000   2.514697905
 84.997518476 113.894341317   1.000000000   2.514697905
 36.138509710  45.586067732   1.000000000   2.514697905
 41.766902807  63.617770758   1.000000000   2.514697905
122.657933920 121.904544391   1.000000000   2.514697905
 79.833518787  44.280672292   1.000000000   2.514697905
 30.579392392  42.611340764   1.000000000   2.514697905
127.445434956  28.770692584   1.000000000   2.514697905
159.726931825  47.139759114   1.000000000   2.514697905
139.660408671  27.526122571   1.000000000   2.514697905
 90.207662137  40.619339226   1.000000000   2.514697905
172.219565210  39.118082272   1.000000000   2.514697905
 63.048131620  27.354634322   1.000000000   2.514697905
132.262472426  45.100064685   1.000000000   2.514697905
152.920790430  47.921152097   1.000000000   2.514697905
 64.360955451  52.682645033   1.000000000   2.514697905
 45.162766059  37.031990050   1.000000000   2.514697905
  4.457944200  11.587751843   1.000000000   2.514697905
173.304179501  61.057407923   1.000000000   2.514697905
101.515505451  61.208676601   1.000000000   2.514697905
134.266793346  36.750118074   1.000000000   2.514697905
172.831094064  36.198561436   1.000000000   2.514697905
 60.338449459  54.497452043   1.000000000   2.514697905
104.629037097  79.682829091   1.000000000   2.514697905
 53.631236156  69.284091643   1.000000000   2.514697905
 91.134939586 146.951839625   1.000000000   2.514697905
166.874757424  42.400349002   1.000000000   2.514697905
124.515933286  81.775980883   1.000000000   2.514697905
124.509384743  62.338553013   1.000000000   2.514697905
 62.079755844  32.814234006   1.000000000   2.514697905
 81.769920659  34.537113457   1.000000000   2.514697905
131.732761402  78.169026268   1.000000000   2.514697905
 63.189591069  56.674390151   1.000000000   2.514697905
 37.344544993  34.902958723   1.000000000   2.514697905
106.494765403  32.807366461   1.000000000   2.514697905
108.032696089  42.902314717   1.000000000   2.514697905
134.946224998  29.393215525   1.000000000   2.514697905
112.690621376  53.055098423   1.000000000   2.514697905
 84.380138805  39.675655761   1.000000000   2.514697905
172.709775073  34.761376506   1.000000000   2.514697905
167.093453103  64.793916573   1.000000000   2.514697905
127.970230172  84.749980716   1.000000000   2.514697905
121.387252510  80.072360049   1.000000000   2.514697905
 11.950849924  47.763105488   1.000000000   2.514697905
142.465220438  84.247954208   1.000000000   2.514697905
 39.830872966  77.276545940   1.000000000   2.514697905
